wkt_geom,OBJECTID,AREA,dcode,dname,dname_e,,,,,,,,,,,,,,,,,
"MultiPolygon (((663924.79379457666072994 1526162.05693828570656478, 663895.85634081403259188 1526038.93179984111338854, 663855.79388467117678374 1525927.93164378171786666, 663795.66891184367705137 1525807.0564688325393945, 663671.41891042597126216 1525633.30618457682430744, 663470.35638170700985938 1525387.30577543051913381, 663269.2313436329131946 1525148.43034683703444898, 663056.73126575769856572 1524930.55497344932518899, 663047.41876319341827184 1524921.05494281928986311, 663011.16873294103424996 1524883.92988340090960264, 662786.10620900103822351 1524610.67939979070797563, 662780.85620368341915309 1524604.30439575761556625, 662772.66869983461219817 1524594.30439209286123514, 662739.85620901954825968 1524554.55431304802186787, 662568.23117496911436319 1524316.80391710577532649, 662433.16875188273843378 1524032.92853989219292998, 662427.29375482001341879 1524017.55351219954900444, 662423.91875867359340191 1524010.17849422595463693, 662168.54394844814669341 1523381.92760903341695666, 662056.98151361243799329 1523116.1772299783769995, 661986.04405124520417303 1522947.30199671583250165, 661864.2316431951476261 1522665.55159822315908968, 661835.16913678648415953 1522598.42652781074866652, 661617.10660862468648702 1522312.67603961937129498, 661525.16909105167724192 1522216.42585163633339107, 661442.16905384743586183 1522130.30071996408514678, 661194.60645379067864269 1521893.67525486601516604, 660589.79270813800394535 1522714.80072376574389637, 660576.16767090605571866 1522731.80075714434497058, 660545.91762249113526195 1522770.92577657266519964, 660486.48001502163242549 1522850.55081763048656285, 660451.66742845391854644 1522894.92584237642586231, 660363.29226541507523507 1523007.30089882970787585, 660306.97965060686692595 1523079.55092191370204091, 660238.41700076742563397 1523158.05096425581723452, 660230.41699104849249125 1523170.42598406202159822, 660217.22948536730837077 1523181.80098992749117315, 660207.97945822251494974 1523185.55097433389164507, 660168.16690375807229429 1523225.80099247791804373, 660130.16681517392862588 1523267.80100108264014125, 660117.60430123785044998 1523282.17601483454927802, 660105.35426620650105178 1523302.42602564906701446, 660054.16667194105684757 1523355.92605882952921093, 660026.10411160194780678 1523381.05105276615358889, 659979.97902852413244545 1523431.17608979996293783, 659942.47898084588814527 1523470.67609748849645257, 659896.22887905756942928 1523517.55112315085716546, 659836.54126810294110328 1523579.05113211460411549, 659788.16618759406264871 1523628.55117740319110453, 659669.35348201030865312 1523758.05121807428076863, 659526.04070636385586113 1523910.55127396108582616, 659401.54046391183510423 1524043.92635168437846005, 659312.16532086778897792 1524142.17639787076041102, 659248.60267286072485149 1524208.8013934416230768, 659229.22765727643854916 1524230.55142516735941172, 659188.6650923565030098 1524274.17643945780582726, 659083.28989593905862421 1524389.17648160201497376, 658791.16433584364131093 1524706.17662492184899747, 658765.60181035625282675 1524721.55161867896094918, 658507.78906740725506097 1524664.1763787679374218, 658509.66407657833769917 1524671.55139674176461995, 658512.97656336962245405 1524677.92640077485702932, 658517.66405236162245274 1524683.0514213175047189, 658519.28905804746318609 1524690.17640187055803835, 658519.97655914782080799 1524698.30143029987812042, 658516.35155951604247093 1524706.17642130819149315, 658520.03903456742409617 1524713.42645450728014112, 658526.7890607959125191 1524717.55146110919304192, 658531.03905217279680073 1524723.3014733970630914, 658532.66405785863753408 1524730.80147614562883973, 658536.97655859065707773 1524736.42646972322836518, 658531.91404740314465016 1524740.67649503564462066, 658527.22652447549626231 1524745.67649686802178621, 658529.28902777656912804 1524753.67650658683851361, 658532.60151456785388291 1524761.05149062490090728, 658540.03904189681634307 1524761.92651979089714587, 658541.53902887227013707 1524768.55152730923146009, 658547.22653180500492454 1524772.17652694089338183, 658545.28901327878702432 1524778.9265192337334156, 658541.03902190190274268 1524784.80155023210681975, 658546.72652483463753015 1524789.42652986897155643, 658547.47650135459844023 1524797.05155132780782878, 658549.66402336594182998 1524803.55157407117076218, 658553.60150190244894475 1524809.0515828737989068, 658557.78901785961352289 1524814.92657993664033711, 658561.72649639612063766 1524821.05158048449084163, 658564.97650776780210435 1524826.92661148263141513, 658567.4139993287390098 1524833.67660377570427954, 658568.16400978434830904 1524840.55161477904766798, 658566.22649125813040882 1524847.67662926763296127, 658560.16400006541516632 1524852.80161587474867702, 658552.53897860646247864 1524853.55162633024156094, 658544.72646301763597876 1524854.17661807546392083, 658538.10145549941807985 1524855.42660156567580998, 658531.85143624118063599 1524858.55159422708675265, 658528.03894247952848673 1524868.67661660211160779, 658656.47656166122760624 1524899.30175508372485638, 658699.66411227220669389 1524909.55179616925306618, 658915.97678571578580886 1524964.17699774308130145, 659032.7268861917546019 1524992.42712008347734809, 659166.53952940145973116 1525029.92723563290201128, 659254.78960585873574018 1525055.42735357186757028, 659322.35213995072990656 1525079.30239795357920229, 659371.16468413919210434 1525097.55248269368894398, 660107.91528331197332591 1525364.42830162681639194, 660337.5404811471235007 1525447.55356115498580039, 660538.85314909357111901 1525518.42878565192222595, 660647.4782211403362453 1525564.55390266515314579, 660722.29078843118622899 1525594.67900024098344147, 660911.79091896151658148 1525678.17921409336850047, 660924.97842464281711727 1525682.55422418075613678, 660941.54092647053766996 1525690.17924563959240913, 660975.35346516186837107 1525694.67927443725056946, 661530.66641894285567105 1525903.55489565012976527, 661854.72916920273564756 1526025.55527292820625007, 662037.91683899087365717 1526093.93049650895409286, 662141.72940333525184542 1526133.80559426406398416, 662199.41695247287862003 1526159.30567826749756932, 662263.10448344796895981 1526191.55575456377118826, 662337.79203202854841948 1526240.43087597866542637, 662408.60457749222405255 1526294.43098400067538023, 662542.29213412036187947 1526420.05619123252108693, 662587.7296482267556712 1526462.18128641881048679, 662604.22964069922454655 1526477.30631062621250749, 662724.729691646178253 1526592.55652593355625868, 662951.16728565795347095 1526798.55692042107693851, 663050.85480946477036923 1526893.05708400788716972, 663195.04237672791350633 1527032.05735892220400274, 663263.79238495498429984 1527098.18248326517641544, 663545.10501434793695807 1527358.93296229466795921, 663614.66754238575231284 1527424.55807966715656221, 663779.54258414311334491 1527577.933368333382532, 663798.10511385230347514 1527565.68336723768152297, 663814.29266135557554662 1527552.93335917172953486, 663843.54269582987762988 1527527.05835477961227298, 663874.04274772992357612 1527488.43334232131019235, 663898.98031540762167424 1527450.1833181232213974, 663951.98044342454522848 1527334.80821984796784818, 663984.79303604632150382 1527251.43316044798120856, 663995.4180993273621425 1527221.68315293919295073, 664010.04315050004515797 1527164.55808619153685868, 664016.0431662731571123 1527138.80806657415814698, 664023.16821469727437943 1527092.43301394674926996, 664026.1682225838303566 1527063.05799469770863652, 664035.04332933982368559 1526954.80787697527557611, 664040.4808966584969312 1526868.68277923855930567, 664046.60596507752779871 1526771.30769434687681496, 664046.91854578908532858 1526674.05759422993287444, 664043.98108119331300259 1526636.93253481155261397, 664035.73110192490275949 1526565.55747302249073982, 664032.04362687363754958 1526540.05742295482195914, 664011.66866521979682148 1526447.93230944499373436, 663983.5436973322648555 1526352.55718456348404288, 663953.54375420929864049 1526259.93206408340483904, 663933.66876559029333293 1526199.8069894490763545, 663929.10629530868027359 1526180.43197386479005218, 663924.79379457666072994 1526162.05693828570656478)))",29,11804564,1025,ࢵ�ҧ��Ѵ,Bang Phlat,,,,,,,,,,,,,,,,,
